Acad recording => read According two_two   
pull face => full pace one_one   
pull failed => fail pulled three_three   
pull failing => fail pulling three_three   
pull faint => full paint one_one   
pull fair => full pair one_one   
pull falling => fall pulling two_two   
pull falling => fall pulling three_three   
pull false => fall pulse two_two   
pull false => fall pulse three_three   
pull fan => full pan one_one   
pull far => full par one_one   
pull fast => full past one_one   
pull fat => fall put two_two   
pull feeling => feel pulling three_three   
pull file => full pile one_one   
pull filled => fill pulled two_two   
pull filled => fill pulled three_three   
pull filling => fill pulling two_two   
pull filling => fill pulling three_three   
pull fine => full pine one_one   
pull finish => fill punish two_two   
pull finished => fill punished two_two   
pull fire => fill pure two_two   
pull fish => fill push two_two   
pull fishing => fill pushing two_two   
pull fit => full pit one_one   
pull fit => fill put two_two   
pull fool => full pool one_one   
pull for => full por one_one   
pull fort => full port one_one   
pull found => full pound one_one   
pull four => full pour one_one   
pull hat => hall put two_two   
pull here => hell pure two_two   
pull hit => hill put two_two   
pull killed => kill pulled two_two   
pull killed => kill pulled three_three   
pull killing => kill pulling two_two   
pull killing => kill pulling three_three   
pull mit => mill put two_two   
pull raise => rail pulse three_three   
pull rolled => roll pulled two_two   
pull rolled => roll pulled three_three   
pull rolling => roll pulling two_two   
pull rolling => roll pulling three_three   
pull sailed => sail pulled three_three   
pull sealed => seal pulled three_three   
pull selling => sell pulling two_two   
pull selling => sell pulling three_three   
pull set => sell put two_two   
pull sets => sell puts two_two   
pull setting => sell putting two_two   
pull telling => tell pulling two_two   
pull telling => tell pulling three_three   
pull wash => wall push two_two   
pull washed => wall pushed two_two   
pull washing => wall pushing two_two   
pull were => well pure two_two   
pull wet => well put two_two   
pull willing => will pulling two_two   
pull willing => will pulling three_three   
pull wire => will pure two_two   
pull wish => will push two_two   
pull wished => will pushed two_two   
pull wishing => will pushing two_two   
pull wit => will put two_two   
pulled call => called pull two_two   
pulled call => called pull three_three   
pulled calling => called pulling two_two   
pulled calling => called pulling three_three   
pulled camp => called pump two_two   
pulled care => called pure two_two   
pulled cash => called push two_two   
pulled cat => called put two_two   
pulled cats => called puts two_two   
pulled fail => failed pull three_three   
pulled failing => failed pulling three_three   
pulled fill => filled pull two_two   
pulled fill => filled pull three_three   
pulled filling => filled pulling two_two   
pulled filling => filled pulling three_three   
pulled finish => filled punish two_two   
pulled finished => filled punished two_two   
pulled fire => filled pure two_two   
pulled fish => filled push two_two   
pulled fishing => filled pushing two_two   
pulled fit => filled put two_two   
pulled kill => killed pull two_two   
pulled kill => killed pull three_three   
pulled killing => killed pulling two_two   
pulled killing => killed pulling three_three   
pulled roll => rolled pull two_two   
pulled roll => rolled pull three_three   
